,name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address,location
12008,椒色(拱墅万达广场店),川菜,￥79,准五星商户,463.0,8.3,9.1,9.0,酸菜鱼,香辣孜然牛蛙,沙拉玉米烙,万达广场,杭行路万达广场4楼,"120.120287,30.330581"
12009,黄记渔莊·传承杭帮经典农家菜,本帮江浙菜,,四星商户,37.0,8.3,8.5,8.6,老坛子酸菜鱼,千岛湖鱼头,土鸡锅,吴山广场/河坊街,清泰街527-6号,"120.174489,30.247099"
12010,小城渔家(永旺梦乐城店),川菜,￥98,准五星商户,1436.0,8.4,8.6,8.5,一鱼两吃,香辣味清江鱼,清江鱼豆豉味,永旺梦乐城,良渚镇古墩路1888号永旺梦乐城1层餐饮街,"120.057765,30.360557"
12011,胡桃里音乐酒馆(滨江店),川菜,￥125,四星商户,443.0,8.0,9.0,7.9,胡桃里烤鸡,海鲜毛血旺,虾兵蟹将,星光大道,闻涛路1865号信雅达国际一幢,"120.197904,30.208566"
12012,蔴将·川菜(来福士中心店),川菜,￥84,四星商户,1575.0,8.3,8.9,8.5,澎湃水煮沸腾鱼,麻婆豆腐,酥肉豆汤饭,钱江新城,民心路钱江新城来福士广场L5-26,"120.212970,30.249253"
12013,老城区炭火蛙锅(汇和城店),川菜,￥82,准五星商户,160.0,8.8,8.4,8.2,炭火蛙锅,山地鸡爱上蛙,都点鹌鹑蛋,城东,新风路619号,"120.205270,30.293516"
12014,豪哥奶酸菜鱼馆(中南店),川菜,￥59,准五星商户,1103.0,8.6,8.7,8.7,奶酸菜鱼,蒙古烤肉,奶番茄鱼,开发区/高教园,江南大道1090号中南乐游城4层401-14室,"120.192838,30.194659"
12015,江边城外烤全鱼(龙湖滨江天街店),川菜,￥88,四星商户,456.0,7.9,8.3,7.8,清江鱼,口水鸡,凉皮,开发区/高教园,长河街道江汉路1515号江南天街商业中心6F,"120.205920,30.199190"
12016,欧匠葫炉鱼&羊蝎子火锅(龙湖天街铂金岛2店),川菜,￥86,四星商户,217.0,7.7,8.0,7.6,湄公鱼,烤鲈鱼,烤茄子,滨江天街,江汉路1515号龙湖天街外围铂金岛商业街2楼221-214,"120.327627,30.310719"
12017,王道小乐惠,川菜,￥48,四星商户,99.0,8.2,7.9,7.8,辣子鸡,口水鸡,红油耳朵,开发区/高教园,滨安路1181号王道公园1号楼西北角,"120.180393,30.184341"
12018,皇城格格·越界川菜,川菜,￥63,四星商户,161.0,7.9,8.8,8.4,胭脂牛肉,战斗鱼,神仙锅巴,九堡,九沙大道德胜东路3339号地铁东城广场5楼,"120.278792,30.310805"
12019,江边城外烤全鱼(湖滨银泰in77C店),川菜,￥96,四星商户,3710.0,8.0,8.5,8.1,清江鱼,豆豉味烤鱼,怪味烤鱼,湖滨,东坡路7号杭州湖滨银泰in77C1区3层,"120.162517,30.253398"
12020,鱼你在一起(庆春广场店),川菜,￥26,准五星商户,34.0,8.6,8.5,8.8,金汤酸菜鱼,鲜豆皮,金针菇,钱江新城,庆春东路,"120.196485,30.257408"
12021,炉鱼(滨江宝龙店),川菜,￥80,四星商户,534.0,8.5,8.4,8.0,蒜香味海鲈鱼,鱼香味鱼钩,海鲈鱼,滨江宝龙城,滨盛路3867号滨江宝龙城市广场4楼,"120.168331,30.188162"
12022,鱼跃青春,川菜,￥79,四星商户,195.0,8.3,8.1,8.5,川味椒麻鱼,臭豆腐,大肠,高新文教区,文一路128-1号,"120.135812,30.288686"
12023,炉鱼(星光大道店),川菜,￥84,四星商户,1641.0,8.2,8.3,7.9,蒜香味海鲈鱼,湄公鱼,手撕鸡,星光大道,滨盛路星光大道二期2楼,"120.206126,30.211463"
12024,川娃子菜馆(天虹店),川菜,￥80,准五星商户,726.0,8.6,8.1,8.1,烤鱼,酸菜鱼,山芋毛血旺,天虹购物中心,新塘路108号天虹购物中心B座B1层,"120.209843,30.264579"
12025,川城(西溪印象城店),川菜,￥87,准四星商户,499.0,7.0,8.1,7.2,金牌酸菜鱼,川城口水鸡,蟹黄豆腐,西溪印象城,访溪路1号西溪印象城2楼,"120.050504,30.247484"
12026,食耀香锅(西湖文化广场店),川菜,￥53,四星商户,39.0,8.3,8.0,8.1,新鲜毛肚,腊肠,腐皮,朝晖地区,下城区西湖文化广场银泰百货5楼,"120.164368,30.269005"
12027,川味观·川小馆(湖滨店),川菜,￥86,准五星商户,891.0,8.5,9.1,8.9,老坛酸菜鱼,辣子鸡,小馆水煮牛肉,湖滨,东坡路6号3F,"120.163115,30.252151"
12028,两只牛蛙,川菜,￥79,准五星商户,107.0,8.6,8.2,8.3,泡椒牛蛙,麻辣牛蛙,土豆,星光大道,江陵路星耀城二期1-115,"120.216161,30.211853"
12029,藤椒鱼佳(万塘路店),川菜,￥75,四星商户,87.0,8.3,8.3,8.3,青花椒黑鱼,红糖糍粑,招牌龙虾,高新文教区,万塘路62号,"120.124481,30.275318"
12030,Hell Frog地狱牛蛙·新派炭烧(下沙银泰店),川菜,￥65,准五星商户,88.0,8.7,8.6,8.7,地狱牛蛙,秘制酱香牛蛙,羊肉串,下沙,海达南路与下沙路交叉口银泰百货7层,"120.326408,30.299837"
12031,龙潮烤鱼(滨江龙湖天街店),川菜,￥84,准五星商户,59.0,8.6,8.7,8.6,湄公鱼,香辣味烤鱼,双拼烤鱼（草鱼）,滨江天街,月明路天街铂金岛4号门143-144号,"120.211936,30.203071"
12032,小乐惠,川菜,￥26,准五星商户,350.0,7.9,7.3,7.3,口水鸡,水煮肉片,拌牛肉,西湖北线/黄龙,浙大路38号浙江大学玉泉校区二食堂附近,"120.122110,30.262052"
12033,李子坝梁山鸡(临平CBC店),川菜,￥73,四星商户,47.0,8.0,8.4,8.5,李子坝梁山鸡,红糖果果,炒粉丝,余杭区,新城路与玩月街交叉口东行30米路南,"120.306153,30.404074"
12034,江边城外烤全鱼(龙湖杭州金沙天街店),川菜,￥87,四星商户,2264.0,8.0,8.6,8.2,清江鱼,烤鱼,口水鸡,下沙,金沙大道560号龙湖杭州金沙天街4楼,"120.327468,30.310250"
12035,江边城外烤全鱼(大悦城店),川菜,￥84,四星商户,155.0,7.9,8.7,8.5,清江鱼,烤鱼,口水鸡,北大桥／大悦城,隐秀路1号大悦城购物中心L7-04号,"120.123703,30.296506"
12036,戒不掉豆花烤鱼(中南店),川菜,￥75,四星商户,140.0,8.4,8.4,8.4,豆花海鲈鱼,特价生蚝,万州味烤鱼,开发区/高教园,江南大道1090号中南乐游城一楼东面,"120.192838,30.194659"
12037,渝满堂川菜馆(百井坊巷店),川菜,￥57,准五星商户,1879.0,8.6,8.1,8.5,辣子鸡,麻辣水煮鱼,毛血旺,武林广场,百井坊巷12号,"120.167661,30.266918"
12038,川婆婆酸菜鱼(永久路店),川菜,￥83,准五星商户,272.0,8.7,7.8,8.3,招牌酸菜鱼,拌面,土豆丝,北干,永久路456号,"120.271397,30.178317"
12039,簋門京味小馆•焖炉烤鸭,北京菜,￥105,四星商户,330.0,8.2,8.5,8.4,簋门焖炉烤鸭,簋门贝勒爷烤肉,宫保鸡丁,拱宸桥/上塘,金华南路189号丝联166园区内,"120.142029,30.312147"
12040,江边城外烤全鱼(工联CC店),川菜,￥69,准五星商户,79.0,8.3,8.8,8.8,香辣清江鱼,川北凉粉,酸豆角肉末味清江鱼,吴山广场/河坊街,延安路292号工联CC4-420,"120.164606,30.254683"
12041,江边城外烤全鱼(临平银泰城店),川菜,￥86,四星商户,72.0,7.9,8.6,8.1,豆豉口味清江鱼,香辣味,肉末酸豆角味,余杭区,南苑街道世纪大道西1号银泰城4层,"120.301330,30.404205"
12042,奈哥老坛酸菜鱼(星耀城店),川菜,￥26,四星商户,59.0,7.6,7.8,7.9,奈哥酸菜鱼,青麻椒酸菜鱼,日照番茄鱼,星光大道,江陵路星耀城1期九宜城2楼,"120.214922,30.213180"
12043,农家大锅台(西溪店),川菜,￥52,准四星商户,19.0,7.5,7.2,7.3,地锅鸡,娃娃菜,粉皮,西溪,登云圩路15号登新公寓,"120.089245,30.278613"
12044,鱼小呆酸菜鱼(亲橙里店),川菜,￥86,准四星商户,72.0,7.5,8.0,7.7,酸菜鱼,椒盐蛙,自制手工酸梅汤,海创园,文一西路961号亲橙里购物中心4楼402,"120.116606,30.287936"
12045,熔鱼餐厅(湖滨店),川菜,￥63,准五星商户,890.0,8.2,8.7,8.4,特色烤鸡,双椒湄公鱼,极品海草丝,湖滨,邮电路86号仁和饭店一楼,"120.163328,30.252139"
12046,巴蜀风情(西溪欢乐城店),川菜,￥54,四星商户,54.0,8.0,7.9,7.9,川北凉粉,孜然羊排,夫妻肺片,老余杭,五常大道华元西溪欢乐城1号楼418铺,"120.013420,30.241145"
12047,葫炉鱼·烤鱼川菜(上城总店),川菜,￥96,四星商户,700.0,7.8,8.3,7.4,烤鲈鱼,湄公鱼蒜香味,草鱼豆豉味,吴山广场/河坊街,中山南路448号中医药博物馆对面,"120.171225,30.236643"
12048,熔鱼餐厅(西田城店),川菜,￥76,四星商户,532.0,8.2,8.6,8.2,特色手撕鸡,草鱼,海鲈鱼,西田城,金家渡路8号西田城购物中心2层,"120.094722,30.340605"
12049,卢金文烤鱼(长生路一店),川菜,￥67,四星商户,158.0,8.2,7.5,8.3,卢金文烤鱼,拍黄瓜,盐水毛豆,庆春路沿线,长生路33-1号,"120.163273,30.257105"
12050,川城(汇德隆·银隆店),川菜,￥94,准四星商户,286.0,7.7,8.1,7.7,金牌酸菜鱼,新奥尔良碳烤蛙仔,手抓孜香排骨,银隆百货,市心中路288号汇德隆·银隆百货3层,"120.268244,30.171586"
12051,尾尾鲜·无刺酸菜鱼(西溪银泰店),川菜,￥28,四星商户,51.0,7.9,7.9,7.8,老坛酸菜鱼含米饭,特色番茄鱼配菜米饭,小猪佩奇爱花甲,西溪银泰城,崇仁路与双龙街交口西溪银泰城2-东楼236,"120.076610,30.291832"
12052,欧匠葫炉鱼&羊蝎子火锅(滨江宝龙城总店),川菜,￥87,准四星商户,297.0,7.5,7.6,7.5,湄公鱼,羊肉串,烤鲜鱿鱼,滨江宝龙城,火炬大道宝龙城市广场114-119商铺,"120.168183,30.188172"
12053,卢金文烤鱼(新市街店),川菜,￥62,四星商户,144.0,8.2,8.4,8.6,木炭烤鱼,金针菇,烤制海鲈鱼,朝晖地区,新市街166号,"120.162447,30.286420"
12054,川娃子菜馆(万塘路店),川菜,￥68,四星商户,80.0,7.6,8.1,7.7,辣子鸡,口水鸡,拔丝地瓜,高新文教区,万塘路262-1号,"120.125188,30.278642"
12055,烤匠炭火烤鱼(上亿广场店),川菜,￥66,四星商户,136.0,7.7,8.3,7.6,麻辣诱惑味烤鱼,冰淇淋面包秀,烤茄子,良渚,逸盛路190号上亿广场4楼,"120.117078,30.377284"
12056,小川菜馆(西溪新座店),川菜,￥65,四星商户,86.0,7.5,8.3,7.7,水煮鱼,山城毛血旺,蒜泥白肉,西湖北线/黄龙,西溪路546-3号,"120.111014,30.268302"
12057,食耀香锅(武林银泰店),川菜,￥56,准四星商户,51.0,7.9,7.9,7.6,香锅,肥牛肉,千叶豆腐,武林广场,延安路530号武林银泰A座9楼,"120.164426,30.267958"
12058,老成都鱼缘烤鱼,川菜,,准四星商户,16.0,7.6,7.5,7.3,翡翠青椒味烤鱼,无刺江团鱼（翡翠青椒味）,烤鱼,开发区/高教园,长河街道江晖路1220号中赢连廊6楼,"120.211023,30.199505"
12059,成都味道,川菜,￥57,四星商户,47.0,7.6,7.6,7.6,毛血旺,钵钵鸡,麻婆豆腐,西溪,崇义路64号-1,"120.062240,30.284525"
12060,新安江奶酸菜鱼(学源街店),川菜,￥37,准四星商户,405.0,7.7,7.3,7.5,奶酸菜鱼,奶番茄鱼,家常豆腐,下沙,学源街文渊路口293号,"120.338600,30.318683"
12061,百岁·我家酸菜鱼,川菜,￥107,准四星商户,158.0,7.2,7.2,7.2,酸菜鱼（黑鱼）,百岁奶豆腐,红糖糍粑,春秋北路沿线,春秋北路玉长城3楼,"119.941089,30.060122"
12062,麻辣至臻(武林银泰店),川菜,￥50,四星商户,70.0,8.0,8.0,7.7,鸡脆骨,香菇,娃娃菜,朝晖地区,延安路武林银泰5楼,"120.163811,30.268079"
12063,川霸,川菜,,四星商户,15.0,7.7,8.1,7.7,成都老腊肉,水煮肉片,口水鸡,下沙,高沙路651号,"120.334689,30.315108"
12064,鱼小呆酸菜鱼(龙湖金沙天街店),川菜,￥81,准四星商户,177.0,7.0,7.3,6.9,野生黑鱼,牛蛙,鲜香青花椒味,下沙,杭州经济技术开发区金沙大道560号时代天街商业中心5-014号,"120.327336,30.309792"
12065,佑见酸菜鱼,川菜,￥59,四星商户,283.0,8.3,7.8,8.3,酸菜鱼,蛋黄南瓜,土豆丝,德胜路沿线,德胜巷与霞湾巷交叉口东100米,"120.153047,30.294953"
12066,成功再回首泡椒牛蛙(九堡店),川菜,￥62,四星商户,132.0,8.1,8.0,8.2,泡椒牛蛙,干锅土豆片,手撕包菜,九堡,杭乔路231号-5,"120.279914,30.307002"
12067,鱼你在一起(沈塘桥店),川菜,￥29,四星商户,50.0,7.9,7.6,8.0,老坛酸菜鱼,鲜豆皮,经典香辣鱼,高新文教区,莫干山路108号沈塘桥地铁站地下美食广场,"120.150135,30.280347"
12068,葫炉鱼&烤鱼川菜(古墩路印象城8店),川菜,￥85,准四星商户,102.0,7.5,7.9,7.8,海鲈鱼,烤鸡爪,特色烤鱼龙虾锅,古墩路沿线,古墩路588号杭州印象城购物中心4楼,"120.099542,30.293468"
12069,两只牛蛙(转塘店),川菜,￥81,四星商户,57.0,7.8,7.5,7.7,七彩牛蛙,百香果茶,芝士年糕,转塘,转塘路金街美地3幢二楼219号,"120.078591,30.147425"
12070,七里香麻辣香锅(龙湖天街店),川菜,￥62,准四星商户,146.0,7.4,7.7,7.6,双人经典锅,红糖糍粑,鱿鱼,滨江天街,江汉路1515号L6-42龙湖天街6楼,"120.327627,30.310719"
12071,欧匠葫炉鱼&羊蝎子火锅(地铁东城九堡五店),川菜,￥94,准四星商户,243.0,7.5,7.7,7.6,湄公鱼,鲜双椒草鱼,生蚝,九堡,九沙大道399号地铁东城购物中心五楼,"120.278584,30.310874"
12072,弄鱼(天虹店),川菜,￥86,准四星商户,25.0,7.3,7.2,7.3,青花椒鱼,古法老坛酸汤鱼,西红柿胶原蛋白鱼,天虹购物中心,凤起东路新塘路108号天虹购物中心B座4楼,"120.209843,30.264579"
12073,39號碼頭,本帮江浙菜,￥60,准四星商户,35.0,7.4,7.4,7.2,田园牡香鸡,泡椒牛蛙,酒酿圆子,高新文教区,益乐路39号,"120.113468,30.279994"
12074,辣艺金牌香辣蟹·炭火蛙锅,川菜,￥91,准四星商户,320.0,6.9,7.6,7.4,香辣蟹捉海鲜,金牌香辣蟹,招牌肉蟹煲,西溪银泰城,余杭塘路与崇仁路交叉口西溪银泰城4楼F4006,"120.077172,30.294088"
12075,噜噜把把烧,川菜,,准四星商户,12.0,7.0,7.4,7.2,锡纸娃娃菜,羊肉串,烤玉米粒,下沙,金沙大道滟澜星街商铺17号,"120.312460,30.309970"
12076,有座古桥,川菜,￥63,四星商户,46.0,7.8,8.0,8.1,酸菜鱼,怪味龙虾,毛血旺,高新文教区,万塘路28号,"120.125309,30.273915"
12077,胖叔叔奶酸菜鱼,川菜,￥40,四星商户,35.0,8.2,7.7,7.9,奶酸菜鱼,酸菜鱼,蛋黄南瓜,拱宸桥/上塘,东教路545号,"120.152730,30.320952"
12078,阿良酸菜鱼,川菜,￥48,四星商户,247.0,7.8,7.3,7.6,酸菜鱼,番茄鱼,花蛤蒸蛋,凤起路沿线,建国北路154号,"120.180934,30.262056"
12079,七里香麻辣香锅(滨江宝龙店),川菜,￥62,准四星商户,171.0,7.7,7.9,7.5,土豆,千叶豆腐,有机花菜,滨江宝龙城,滨江宝龙城市广场4楼扶梯旁,"120.167371,30.187761"
12080,令狐冲窑烤活鱼(福雷德店),川菜,￥74,四星商户,48.0,7.8,8.1,8.0,草鱼,清江鱼,茄子,下沙,福雷德广场2L206号商铺,"120.348042,30.316659"
12081,我鱼你(中大银泰店),川菜,￥54,准四星商户,408.0,7.4,7.2,7.2,青花椒鱼,土豆丝,五味虾,中大银泰,东新路822号中大银泰城3层L302,"120.174114,30.327325"
12082,青芝坞烤鱼面,川菜,￥72,四星商户,26.0,7.9,7.5,7.4,炭火养生烤鱼,水煮毛豆,乌冬面,西湖北线/黄龙,玉古路青芝坞兰家湾12号,"120.124050,30.258955"
12083,川乐小镇麻辣香锅(来福士中心店),川菜,￥66,准四星商户,241.0,7.3,7.5,7.2,麻辣香锅,牛毛肚,有机花菜,钱江新城,新业路228号来福士中心B1-K02C,"120.212370,30.249109"
12084,金鹏酸菜鱼,川菜,￥67,四星商户,507.0,7.9,7.8,7.8,特色酸菜鱼,铁板豆腐,牛仔骨,桂花西路,康月路92号,"119.941259,30.047885"
12085,七里香麻辣香锅(西溪银泰店),川菜,￥64,准四星商户,103.0,7.2,7.6,7.3,酥皮椒盐牛蛙,千叶豆腐,年糕,西溪银泰城,余杭塘路与崇仁路交叉口西溪银泰城地下一层铺位号BF035,"120.077172,30.294088"
12086,卢金文烤鱼(武林店),川菜,￥63,四星商户,103.0,7.7,7.5,7.8,草鱼,凉拌皮蛋,宽粉条,武林广场,万寿亭街8号,"120.159617,30.269934"
12087,川浙会(凯旋店),川菜,￥82,准四星商户,333.0,7.3,7.2,7.0,铁板牛排,传统毛血旺,牛仔骨,城东,凯旋路197号,"120.190322,30.259787"
12088,小味道(萧山宝龙店),川菜,￥75,准四星商户,274.0,7.7,7.9,7.9,小味道酸菜鱼,香辣孜然碳烤蛙,沸腾鱼,萧山其他,宝龙城市广场4楼032-1-032室,"120.383892,30.311511"
12089,七里香麻辣香锅(汇德隆·银隆店),川菜,￥61,四星商户,610.0,7.9,8.2,8.0,鸡翅,土豆,肥牛,银隆百货,市心中路288号汇德隆·银隆百货2层,"120.268244,30.171586"
12090,周广成老长沙龙虾馆(米市巷美食街店),湘菜,￥111,四星商户,120.0,8.4,7.8,8.3,香辣小龙虾,十三香小龙虾,老长沙臭豆腐,湖墅南路,湖墅南路407号,"120.148678,30.289873"
12091,老屋川菜(恒隆店),川菜,￥81,准四星商户,132.0,7.6,7.9,7.6,老屋精品酸菜鱼,酸菜鱼,鲜虾蟹黄豆腐,北干,恒隆广场4楼,"120.262101,30.178109"
12092,新记印象酸菜鱼(富阳店),川菜,,准四星商户,59.0,7.8,7.8,7.8,红糖糍粑,蔬菜拼盘,番茄鱼,儿童公园,孙权路68弄48号亦鑫数码港旁,"119.944677,30.056039"
12093,幺妹鱼庄(世茂广场店),川菜,￥69,四星商户,66.0,7.9,7.6,7.5,三样,农夫烤鱼,剁椒鱼头,和达东东城,下沙14号大街与23号大街路口,"120.376253,30.287572"
12094,寻鱼私烤·烤鱼(浙商国际中心店),川菜,￥59,四星商户,34.0,7.8,7.8,7.9,香辣黑鮰,自制豆腐,鱼钩,凯旋路/机场路沿线,机场路万科草庄三期·公园大道浙商国际中心3楼C4号商铺,"120.212798,30.308905"
12095,卢金文烤鱼(文二路店),川菜,￥59,四星商户,69.0,7.9,7.7,7.9,海鲈鱼,卢金文烤鱼,拍黄瓜,高新文教区,文二路185号,"120.137253,30.283049"
12096,鲈家(下沙银泰店),川菜,,准四星商户,14.0,7.5,7.6,7.6,鲈家湄公鱼,鲈鱼蒜香味,青菜钵钵,下沙,下沙路银泰7楼,"120.325489,30.298876"
12097,爱尚香锅(龙湖杭州金沙天街店),川菜,￥64,准四星商户,437.0,7.5,8.0,7.9,双人精选锅,肥牛,土豆片,下沙,江干区金沙大道560号龙湖杭州金沙天街4楼,"120.327468,30.310250"
12098,山城水煮鱼人家,川菜,￥63,四星商户,90.0,7.9,7.7,7.6,麻辣鱼,水煮鱼,辣子鸡丁,德胜路沿线,上塘路332号,"120.161353,30.293719"
12099,蜀山城麻辣香锅烤鱼(解百店),川菜,￥32,四星商户,20.0,7.9,7.9,8.2,麻辣香锅,油豆腐,菠菜,湖滨,延安路解百B座春熙巷美食广场负一楼,"120.164490,30.249344"
12100,九头王鱼虾汇(钱江世纪城店),川菜,￥52,准四星商户,43.0,7.6,7.4,7.6,酸菜鱼,干锅土豆片,沸腾鱼,萧山区,民和路469号,"120.255928,30.229558"
12101,东淮西川,川菜,￥65,四星商户,26.0,8.2,8.2,8.3,沸腾鱼,大煮干丝,鸡丝凉面,丁桥,机场路355号浙商国际中心3楼,"120.212798,30.308905"
12102,古城区炭火蛙锅(天虹店),川菜,,准四星商户,12.0,6.9,6.9,6.7,炭火销魂蛙锅,蛙哥虾妹锅,扬州炒饭,新塘路/秋涛路沿线,新塘路108号天虹购物中心B座负1楼,"120.209843,30.264579"
12103,奈哥老坛酸菜鱼,川菜,￥22,四星商户,25.0,7.9,8.2,8.0,奈哥酸菜鱼,番茄鱼,爽口海藻,西湖区,龙宇街望月公寓17号,"120.089895,30.311957"
12104,厨匠·炉鱼港(潮王路店),川菜,,准四星商户,23.0,7.3,7.5,7.1,一品铁锅牛蛙,小米糕,雪菜八爪鱼,湖墅南路,潮王路177号,"120.154174,30.285502"
12105,尾尾鲜无刺酸菜鱼(蓝钻天成店),川菜,,四星商户,22.0,7.8,7.7,7.7,马哥棒棒鸡,招牌麻香鱼,青花椒酸菜鱼,蓝钻天城购物中心,莫干山路969号蓝钻天成4栋负一楼,"120.118914,30.307682"
12106,大表哥餐厅(明珠街店),川菜,,四星商户,11.0,7.7,7.7,7.7,肉蟹煲,老坛酸菜鱼,香辣湖蟹煲,丁桥,明珠街413-415号,"120.242065,30.356015"
12107,大川先生,川菜,￥75,准四星商户,91.0,7.4,7.3,7.4,五味虾,大川番茄鱼,陈皮牛肉,高新文教区,文一西路67号,"120.114728,30.287072"
12108,蜀门蜀路.川味馆,川菜,,准四星商户,13.0,7.7,7.5,7.6,招牌豆花黑鱼,重庆毛血旺,九鼎尖椒鸡,天阳亲子广场（钱江新城）,婺江路217号天阳亲子广场1层,"120.196714,30.230918"
12109,一只鱼酸菜鱼主题餐厅(宝龙城店),川菜,￥65,三星商户,140.0,6.8,7.2,7.1,椒香酸菜鱼,手撕猪脚,十三香小龙虾,开发区/高教园,滨盛路3867号滨江宝龙城美食商业街2楼,"120.167108,30.189717"
12110,肥猫烤鱼麻辣香锅,川菜,￥77,准四星商户,163.0,7.4,7.5,7.4,生态小龙虾,蒜香味烤鱼,草鱼,天城路沿线,闸弄口地铁站衣之家百货负二楼,"120.199934,30.287293"
12111,二当家火锅串串(萧山振宁路店),火锅,￥93,准四星商户,25.0,7.3,7.1,7.5,秘制掌中宝,鸳鸯锅,秘制香菜牛肉,市心北路,振宁路615号,"120.272067,30.215149"
12112,溪雨观酸菜鱼(万华广场店),川菜,,四星商户,2.0,7.8,7.8,7.8,酸菜鱼,双椒小皮蛋,鸡丝荞面,万华广场,钱王街855号万华广场三楼,"119.705307,30.221821"
12113,两只牛蛙,川菜,￥80,四星商户,21.0,8.4,8.0,8.0,招牌泡椒牛蛙,蟹钳,泡椒牛蛙全腿宴,下沙,金沙大道自游港2幢2楼,"120.312460,30.309970"
12114,佑见酸菜鱼(下沙和达城店),川菜,￥78,准四星商户,91.0,7.4,7.6,7.5,柠檬酸菜鱼,香米泉水腊肉饭,靓虾爱上鱼,下沙,下沙2号大街与5号大街交叉口和达城3楼,"120.347730,30.308842"
12115,笑傲江湖酒铺·家常菜(九堡三区店),川菜,￥60,四星商户,166.0,7.9,7.8,7.8,江湖鱼,麻辣香锅,口水鸡,九堡,仁爱路九堡家苑三区11排46号,"120.283689,30.313151"
12116,川浙会(登云店),川菜,￥62,准四星商户,240.0,7.6,7.6,7.3,霸王肘子,葱椒小肥羊,石锅澳洲肥牛,拱宸桥/上塘,登云路38号利华大酒店一楼,"120.143754,30.313913"
12117,食耀香鍋(工联CC店),川菜,,四星商户,24.0,8.1,7.6,7.8,麻辣香锅,鲜牛肉,大肠,吴山广场/河坊街,延安路292号工联CCb二层,"120.164606,30.254683"
12118,巧匠炉鱼·烧烤(余杭店),川菜,￥72,准四星商户,21.0,7.3,7.5,7.4,牛肉串,湄公鱼,海鲈鱼,海创园,龙潭路21-6号与绿汀路交口处,"119.975790,30.274413"
12119,新安江奶酸菜鱼,川菜,,四星商户,9.0,7.7,7.7,7.7,奶酸菜鱼,糖醋里脊,爆炒螺丝,开发区/高教园,滨文路1号,"120.150663,30.173750"
12120,你的心跳酸菜鱼餐厅(西溪欢乐城店),川菜,￥30,准四星商户,56.0,7.4,7.7,7.8,青花椒酸菜小鱼,爽口海藻,花花番茄鱼,华元西溪欢乐城,五常大道421号西溪欢乐城一层1-136B,"120.010538,30.241482"
12121,重庆鸡公煲巫山烤鱼(武林广场店),川菜,￥63,准四星商户,57.0,7.5,7.2,7.3,鸡公煲,牛腩煲,湄公鱼,武林广场,体育场路426号浙江金属大楼1层,"120.156772,30.271066"
12122,苗小坛酸汤鱼·捞饭(武林店),川菜,,四星商户,12.0,7.6,7.8,7.9,柠檬酸汤鱼,酸汤鱼捞饭,海带,武林广场,昌化路9号,"120.159007,30.268659"
12123,川辰益哥川味(丁兰广场店),川菜,,准四星商户,17.0,7.6,7.7,7.7,泡椒牛蛙,蓉城口水鸡,金牌水煮鱼,丁桥,明珠街丁兰广场B座一楼338号,"120.231704,30.352800"
12124,麻辣至臻(金地广场店),川菜,￥35,准四星商户,58.0,7.6,8.0,7.7,千叶豆腐,麻辣香锅,鸡脆骨,古墩路沿线,古墩路1333号金地广场,"120.082108,30.339679"
12125,青火藤火锅&烤鱼(东站西子国际店),川菜,￥96,准四星商户,84.0,6.9,7.4,7.3,毛肚,雪花肥牛,千张包,天城路沿线,环站东路与天城路交叉口东站西子国际2楼,"120.203655,30.259096"
12126,臻烧麻辣香锅(庆春路世纪联华店),川菜,,四星商户,9.0,7.8,7.8,7.6,牛筋肉,脆骨鸡丁,广味香肠,庆春路沿线,庆春路86号世纪联华5楼,"120.176450,30.253864"
12127,川味香锅(下沙银泰店),川菜,￥49,四星商户,44.0,7.7,8.0,8.2,川味香锅,鲜鱼片,酸梅汤,下沙,下沙街道海达南路397号银泰百货七层706号,"120.325470,30.298855"
12128,虾吃虾涮营养火锅,火锅,￥74,准四星商户,129.0,7.3,7.2,7.4,干锅虾,火锅,珍馐美馔小锅,开发区/高教园,浦沿路盒座社五楼,"120.146257,30.172727"
12129,啷儿哥麻辣香锅(银泰百货店),川菜,￥56,准四星商户,117.0,7.4,7.4,7.3,金针菇,腐竹,麻辣香锅,钱江新城,景昙路18-26号银泰百货6层,"120.204625,30.259528"
12130,郭氏烤鱼,川菜,￥84,准四星商户,34.0,7.7,7.4,7.3,草鱼,烤鱼,魔芋条,古墩路沿线,文一西路405号,"120.097451,30.286342"
12131,牛蛙恋上鱼(欢乐城临平店),川菜,￥74,四星商户,23.0,8.1,8.1,8.2,黑胡椒风味清江鱼,香辣味牛蛙,湄公鱼,临平华元欢乐城购物中心,迎宾路华元欢乐城5楼,"120.300402,30.395863"
12132,鱼小呆只为酸菜鱼(旺角美食城店),川菜,￥75,准四星商户,140.0,7.7,7.6,7.4,酸汤酸菜鱼,酸菜鱼泡饭,口水鸡,北干,市心中路旺角新天地金座1-2幢1-2层101-09,"120.266433,30.171030"
12133,百岁我家酸菜鱼,川菜,￥79,三星商户,25.0,6.9,7.3,7.1,百岁酸菜鱼,百岁招牌奶豆腐,蒜泥黄瓜,宝龙城市广场,金鸡路宝龙广场4楼中段,"120.253929,30.195995"
12134,农夫烤鱼烧烤(下沙店),川菜,￥47,准四星商户,38.0,7.4,7.4,7.4,烤鱼,千叶豆腐,锡纸金针菇,下沙,下沙中沙金座6幢1楼,"120.331370,30.306331"
